"Region";"Species";"speciesKey";"Realm";"Source";"FirstRecord"
"Cyprus";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1880
"Czech Republic";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1050
"Denmark";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1750
"Finland";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1900
"France";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1530
"Georgia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Germany";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1050
"Greece";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Hawaiian Islands";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1865
"Hong Kong";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1861
"Hungary";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1500
"Ireland";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1600
"Italy";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1750
"Japan";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1919
"Latvia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Lithuania";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Luxembourg";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Macedonia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Mexico";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1957
"Moldova";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Netherlands";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"New Zealand";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1842
"Norway";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1750
"Poland";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Portugal";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1981
"Reunion";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1979
"Romania";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1650
"Russia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Serbia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Slovakia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Slovenia";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"Spain";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1987
"Sweden";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1740
"Switzerland";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1642
"Taiwan";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1929
"Tasmania";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1854
"Turkey";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1970
"Ukraine";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1998
"United Kingdom";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1054
"United States";"Phasianus colchicus";9752149;"terrestrial";"GAVIA";1733
"Australia";"Agapornis roseicollis";9770031;"terrestrial";"GAVIA";1960
"Hawaiian Islands";"Agapornis roseicollis";9770031;"terrestrial";"GAVIA";1973
"South Africa";"Agapornis roseicollis";9770031;"terrestrial";"GAVIA";1975
"Spain";"Agapornis roseicollis";9770031;"terrestrial";"GAVIA";1993
"United States";"Agapornis roseicollis";9770031;"terrestrial";"GAVIA";1983
"Bahamas";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1928
"Canada";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1900
"Croatia";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1960
"Cuba";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1790
"Dominican Republic";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1889
"France";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1813
"Germany";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1872
"Haiti";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1700
"Ireland";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1813
"Italy";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1927
"Portugal";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1965
"Spain";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1989
"Sweden";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1887
"United Kingdom";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1813
"United States";"Colinus virginianus";9791464;"terrestrial";"GAVIA";1840
"Argentina";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1998
"Australia";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1856
"Bahamas";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1981
"Bermuda";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1950
"Canada";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1875
"Jamaica";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1903
"Mexico";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1890
"New Zealand";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1850
"Russia";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1954
"South Africa";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1850
"Tasmania";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1840
"United States";"Sturnus vulgaris";9809229;"terrestrial";"GAVIA";1850
"Japan";"Protaetia orientalis";1080311;"terrestrial";"GISD";1976
"Japan";"Paraglenea fortunei";1149347;"terrestrial";"GISD";1873
"Canada";"Gilpinia hercyniae";1249740;"terrestrial";"GISD";1922
"Argentina";"Vespula germanica";1311649;"terrestrial";"GISD";1980
"Colombia";"Paratrechina fulva";1325576;"terrestrial";"GISD";1969
"Japan";"Xylocopa tranquebarorum";1342349;"terrestrial";"GISD";2006
"Brazil";"Aedes albopictus";1651430;"terrestrial";"GISD";1996
"Argentina";"Aedes aegypti";1651891;"terrestrial";"GISD";1981
"Brazil";"Aedes aegypti";1651891;"terrestrial";"GISD";1996
"French Polynesia";"Aedes aegypti";1651891;"terrestrial";"GISD";1924
"Japan";"Aedes aegypti";1651891;"terrestrial";"GISD";1944
"Canada";"Rhyacionia buoliana";1739381;"terrestrial";"GISD";1925
"Canada";"Lymantria dispar";1820406;"terrestrial";"GISD";1912
"Japan";"Hestina assimilis";1898441;"terrestrial";"GISD";1995
"Japan";"Sericinus montela";1937490;"terrestrial";"GISD";1978
"Canada";"Operophtera brumata";1972449;"terrestrial";"GISD";1930
"Norway";"Lyctocoris campestris";2020879;"terrestrial";"GISD";1913
"Canada";"Adelges abietis";2049661;"terrestrial";"GISD";1900
"Canada";"Adelges piceae";2049681;"terrestrial";"GISD";1910
"Norway";"Ostearius melanopygius";2134305;"terrestrial";"GISD";2001
"Norway";"Uloborus plumipes";2142456;"terrestrial";"GISD";1998
"Norway";"Pholcus phalangioides";2149937;"terrestrial";"GISD";2006
"Norway";"Androniscus dentiger";2208095;"terrestrial";"GISD";1909
"Ireland";"Crangonyx pseudogracilis";2217982;"freshwater";"GISD";1969
"Japan";"Procambarus clarkii";2227300;"freshwater";"GISD";1927
"Norway";"Planorbarius corneus";2290946;"freshwater";"GISD";1897
"Norway";"Arion rufus";2294103;"terrestrial";"GISD";1853
"Argentina";"Rumina decollata";2294129;"terrestrial";"GISD";1988
"Norway";"Helix pomatia";2294287;"terrestrial";"GISD";1853
"Israel";"Hawaiia minuscula";2295309;"terrestrial";"GISD";1966
"Norway";"Zonitoides arboreus";2295425;"terrestrial";"GISD";1967
"Argentina";"Limacus flavus";2295442;"terrestrial";"GISD";1964
"Brazil";"Achatina fulica";2295966;"terrestrial";"GISD";1988
"Martinique";"Achatina fulica";2295966;"terrestrial";"GISD";1988
"Canada";"Batillaria attramentaria";2300712;"terrestrial";"GISD";1959
"Belgium";"Silurus glanis";2337607;"freshwater";"GISD";1983
"Belgium";"Ameiurus nebulosus";2340989;"freshwater";"GISD";1871
"Norway";"Ameiurus nebulosus";2340989;"freshwater";"GISD";1890
"Colombia";"Poecilia reticulata";2350050;"freshwater";"GISD";1940
"Japan";"Poecilia reticulata";2350050;"freshwater";"GISD";1955
"Reunion";"Poecilia reticulata";2350050;"freshwater";"GISD";1908
"Peru";"Brycon melanopterus";2353460;"freshwater";"GISD";1968
"Belgium";"Ctenopharyngodon idella";2362030;"freshwater";"GISD";1967
"Canada";"Ctenopharyngodon idella";2362030;"freshwater";"GISD";1988
"Mexico";"Ctenopharyngodon idella";2362030;"freshwater";"GISD";1965
"Belgium";"Pseudorasbora parva";2362868;"freshwater";"GISD";1989
"Japan";"Biwia zezera";2364662;"freshwater";"GISD";1960
"Belgium";"Carassius gibelio";2366634;"freshwater";"GISD";1750
"Brazil";"Astronotus ocellatus";2370243;"freshwater";"GISD";1938
"Peru";"Astronotus ocellatus";2370243;"freshwater";"GISD";1965
"Mexico";"Oreochromis aureus";2372367;"freshwater";"GISD";1964
"Martinique";"Oreochromis mossambicus";2372396;"freshwater";"GISD";1950
"Belgium";"Proterorhinus semilunaris";2379245;"freshwater";"GISD";2008
"Belgium";"Sander lucioperca";2382155;"freshwater";"GISD";1890
"Brazil";"Micropterus salmoides";2394563;"freshwater";"GISD";1907
"Brazil";"Potamotrygon motoro";2419333;"freshwater";"GISD";1982
"Japan";"Pelophylax nigromaculatus";2426634;"terrestrial";"GISD";1993
"Japan";"Rana japonica";2426816;"terrestrial";"GISD";1914
"Brazil";"Lithobates catesbeianus";2427091;"terrestrial";"GISD";1935
"Japan";"Lithobates catesbeianus";2427091;"terrestrial";"GISD";1918
"Japan";"Glandirana rugosa";2427326;"terrestrial";"GISD";1985
"Japan";"Hyla japonica";2427601;"terrestrial";"GISD";1994
"Japan";"Cynops pyrrhogaster";2431862;"terrestrial";"GISD";1978
"Japan";"Nyctereutes procyonoides";2434552;"terrestrial";"GISD";1941
"Reunion";"Lepus nigricollis";2436825;"terrestrial";"GISD";1700
"Argentina";"Rattus norvegicus";2439261;"terrestrial";"GISD";1700
"Argentina";"Equus asinus";2440891;"terrestrial";"GISD";1500
"Reunion";"Bos taurus";2441022;"terrestrial";"GISD";1649
"Brazil";"Trachemys scripta";2443002;"freshwater";"GISD";2004
"Japan";"Gekko hokouensis";2447340;"terrestrial";"GISD";1980
"Martinique";"Gymnophthalmus underwoodi";2450899;"terrestrial";"GISD";1992
"Japan";"Orthriophis taeniurus";2455523;"terrestrial";"GISD";1977
"Japan";"Elaphe climacophora";2458390;"terrestrial";"GISD";1984
"Japan";"Japalura polygonata";2465980;"terrestrial";"GISD";1982
"Brazil";"Bubulcus ibis";2480830;"terrestrial";"GISD";1999
"Peru";"Bubulcus ibis";2480830;"terrestrial";"GISD";1961
"Japan";"Pycnonotus sinensis";2486150;"terrestrial";"GISD";1976
"Martinique";"Estrilda astrild";2493660;"terrestrial";"GISD";1995
"Peru";"Coereba flaveola";2493744;"terrestrial";"GISD";1990
"Norway";"Athene noctua";2497266;"terrestrial";"GISD";1970
"Norway";"Cygnus atratus";2498344;"terrestrial";"GISD";1980
"Norway";"Lophodytes cucullatus";2498408;"terrestrial";"GISD";1980
"Ireland";"Arthurdendyus triangulatus";2502792;"terrestrial";"GISD";1963
"Ireland";"Australoplana sanguinea";2502865;"terrestrial";"GISD";1970
"Norway";"Erysiphe alphitoides";2578759;"terrestrial";"GISD";1911
"Norway";"Erysiphe hypophylla";2578915;"terrestrial";"GISD";1955
"Norway";"Rhabdocline pseudotsugae";2580559;"terrestrial";"GISD";1939
"Norway";"Chamaecyparis lawsoniana";2683866;"terrestrial";"GISD";1942
"Norway";"Abies procera";2685308;"terrestrial";"GISD";1880
"Norway";"Abies sibirica";2685654;"terrestrial";"GISD";1860
"Norway";"Larix kaempferi";2686157;"terrestrial";"GISD";1890
"Norway";"Tsuga heterophylla";2687210;"terrestrial";"GISD";1890
"Norway";"Luzula luzuloides";2700874;"terrestrial";"GISD";1880
"Norway";"Juncus tenuis";2702084;"terrestrial";"GISD";1918
"Colombia";"Melinis minutiflora";2702503;"terrestrial";"GISD";1907
"Norway";"Briza minor";2702793;"terrestrial";"GISD";1962
"Norway";"Echinochloa esculenta";2702798;"terrestrial";"GISD";1961
"Norway";"Echinochloa crus-galli";2702808;"terrestrial";"GISD";1878
"Norway";"Echinochloa crusgalli";2702808;"terrestrial";"GISD";1878
"Norway";"Echinochloa colona";2702812;"terrestrial";"GISD";1974
"Canada";"Bromus inermis";2703670;"terrestrial";"GISD";1875
"Norway";"Bromus madritensis";2703721;"terrestrial";"GISD";1878
"Japan";"Bromus catharticus";2703723;"terrestrial";"GISD";1882
"Norway";"Bromus catharticus";2703723;"terrestrial";"GISD";1873
"Canada";"Bromus tectorum";2703746;"terrestrial";"GISD";1886
"Norway";"Bromus commutatus";2703778;"terrestrial";"GISD";1889
"Japan";"Poa pratensis";2704178;"terrestrial";"GISD";1870
"Saint Pierre and Miquelon";"Poa pratensis";2704178;"terrestrial";"GISD";1888
"Czech Republic";"Arrhenatherum elatius";2704505;"terrestrial";"GISD";1867
"Norway";"Arrhenatherum elatius";2704505;"terrestrial";"GISD";1970
"Norway";"Panicum miliaceum";2705090;"terrestrial";"GISD";1872
"Norway";"Panicum capillare";2705162;"terrestrial";"GISD";1910
"Canada";"Agropyron cristatum";2705196;"terrestrial";"GISD";1930
"Argentina";"Avena sativa";2705290;"terrestrial";"GISD";1600
"Norway";"Avena sativa";2705290;"terrestrial";"GISD";1793
"Japan";"Dactylis glomerata";2705308;"terrestrial";"GISD";1866
"Japan";"Eragrostis curvula";2705378;"terrestrial";"GISD";1959
"Norway";"Glyceria maxima";2705484;"terrestrial";"GISD";1827
"Israel";"Paspalum distichum";2705622;"terrestrial";"GISD";1939
"Colombia";"Megathyrsus bivonanus";2705868;"terrestrial";"GISD";1943
"Colombia";"Panicum maximum";2705868;"terrestrial";"GISD";1943
"France";"Eleusine indica";2705953;"terrestrial";"GISD";1895
"Norway";"Secale cereale";2705966;"terrestrial";"GISD";1877
"Norway";"Hordeum jubatum";2706052;"terrestrial";"GISD";1842
"Norway";"Hordeum vulgare";2706056;"terrestrial";"GISD";1878
"Colombia";"Andropogon bicornis";2706079;"terrestrial";"GISD";1960
"Japan";"Andropogon virginicus";2706080;"terrestrial";"GISD";1940
"Brazil";"Andropogon gayanus";2706112;"terrestrial";"GISD";1942
"Japan";"Cyperus congestus";2714656;"terrestrial";"GISD";1982
"Brazil";"Cyperus rotundus";2714818;"terrestrial";"GISD";1600
"France";"Cyperus eragrostis";2715482;"terrestrial";"GISD";1962
"Japan";"Cyperus eragrostis";2715482;"terrestrial";"GISD";1959
"Japan";"Cyperus esculentus";2716226;"terrestrial";"GISD";1980
"Norway";"Carex pendula";2722051;"terrestrial";"GISD";1993
"Norway";"Carex montana";2724108;"terrestrial";"GISD";2004
"France";"Freesia refracta";2747084;"terrestrial";"GISD";1976
"Norway";"Crocus caeruleus";2747567;"terrestrial";"GISD";1840
"Norway";"Crocus vernus";2747567;"terrestrial";"GISD";1840
"Japan";"Lilium formosanum";2753371;"terrestrial";"GISD";1924
"Reunion";"Hedychium coccineum";2758716;"terrestrial";"GISD";1933
"Reunion";"Ravenala madagascariensis";2763095;"terrestrial";"GISD";1778
"Japan";"Eichhornia crassipes";2765940;"freshwater";"GISD";1880
"France";"Heteranthera reniformis";2766151;"terrestrial";"GISD";1978
"Norway";"Scilla sardensis";2767229;"terrestrial";"GISD";1964
"Norway";"Scilla luciliae";2767271;"terrestrial";"GISD";1994
"Norway";"Scilla forbesii";2767275;"terrestrial";"GISD";1978
"Norway";"Puschkinia scilloides";2767428;"terrestrial";"GISD";1970
"Reunion";"Furcraea foetida";2769796;"terrestrial";"GISD";1825
"Norway";"Hemerocallis fulva";2781074;"terrestrial";"GISD";1931
"Norway";"Hemerocallis lilioasphodelus";2781103;"terrestrial";"GISD";1960
"Norway";"Galanthus nivalis";2855356;"terrestrial";"GISD";1860
"Norway";"Galanthus warei";2855356;"terrestrial";"GISD";1860
"Norway";"Galanthus x warei";2855356;"terrestrial";"GISD";1860
"Japan";"Nothoscordum gracile";2855519;"terrestrial";"GISD";1874
"Norway";"Allium victorialis";2857132;"terrestrial";"GISD";1987
"Norway";"Allium cepa";2857697;"terrestrial";"GISD";1933
"Norway";"Narcissus hispanicus";2858244;"terrestrial";"GISD";1897
"Norway";"Narcissus pseudonarcissus";2858244;"terrestrial";"GISD";1897
"Norway";"Narcissus poeticus";2858581;"terrestrial";"GISD";1875
"Norway";"Leucojum vernum";2860409;"terrestrial";"GISD";1948
"Norway";"Elodea canadensis";2865448;"terrestrial";"GISD";1925
"Reunion";"Zantedeschia aethiopica";2868827;"terrestrial";"GISD";1825
"Norway";"Lysichiton americanus";2869311;"terrestrial";"GISD";1985
"Japan";"Pistia stratiotes";2870583;"terrestrial";"GISD";1921
"Norway";"Linum usitatissimum";2873861;"terrestrial";"GISD";1862
"Norway";"Aristolochia clematitis";2873991;"terrestrial";"GISD";1829
"New Caledonia";"Passiflora suberosa";2874173;"terrestrial";"GISD";1909
"Norway";"Bryonia alba";2874497;"terrestrial";"GISD";1870
"Norway";"Cucurbita pepo";2874508;"terrestrial";"GISD";1912
"Norway";"Cucumis sativus";2874569;"terrestrial";"GISD";1961
"Norway";"Cucumis melo";2874570;"terrestrial";"GISD";1933
"Czech Republic";"Citrullus lanatus";2874621;"terrestrial";"GISD";1969
"Norway";"Citrullus lanatus";2874621;"terrestrial";"GISD";1933
"Norway";"Sicyos angulatus";2874655;"terrestrial";"GISD";1972
"Czech Republic";"Quercus rubra";2880539;"terrestrial";"GISD";1799
"Norway";"Quercus rubra";2880539;"terrestrial";"GISD";1943
"Japan";"Cabomba caroliniana";2882443;"freshwater";"GISD";1929
"Norway";"Rhododendron catawbiense";2883047;"terrestrial";"GISD";1993
"Norway";"Eschscholzia californica";2888380;"terrestrial";"GISD";1891
"Norway";"Papaver rhoeas";2888443;"terrestrial";"GISD";1858
"Norway";"Papaver argemone";2888445;"terrestrial";"GISD";1862
"Norway";"Papaver hybridum";2888446;"terrestrial";"GISD";1868
"Japan";"Papaver dubium";2888464;"terrestrial";"GISD";1960
"Norway";"Dicentra formosa";2888553;"terrestrial";"GISD";1930
"Norway";"Sambucus pubens";2888723;"terrestrial";"GISD";1797
"Norway";"Sambucus racemosa";2888723;"terrestrial";"GISD";1797
"Norway";"Rheum rhabarbarum";2888867;"terrestrial";"GISD";1931
"Norway";"Rheum x hybridum";2888867;"terrestrial";"GISD";1931
"Norway";"Rumex longifolius";2888946;"terrestrial";"GISD";1928
"Norway";"Rumex acetosa";2888951;"terrestrial";"GISD";1897
"Norway";"Rumex conglomeratus";2888963;"terrestrial";"GISD";1826
"Norway";"Rumex maritimus";2888980;"terrestrial";"GISD";1912
"Norway";"Rumex acetosella";2888995;"terrestrial";"GISD";1914
"Norway";"Rumex rugosus";2889037;"terrestrial";"GISD";2005
"Czech Republic";"Fallopia sachalinensis";2889088;"terrestrial";"GISD";1869
"Norway";"Fallopia sachalinensis";2889088;"terrestrial";"GISD";1935
"Czech Republic";"Reynoutria sachalinensis";2889088;"terrestrial";"GISD";1869
"Norway";"Reynoutria sachalinensis";2889088;"terrestrial";"GISD";1935
"Canada";"Reynoutria japonica";2889173;"terrestrial";"GISD";1901
"Norway";"Persicaria lapathifolia";2889262;"terrestrial";"GISD";1865
"Czech Republic";"Fagopyrum esculentum";2889373;"terrestrial";"GISD";1872
"Norway";"Fagopyrum tataricum";2889378;"terrestrial";"GISD";1826
"Norway";"Tropaeolum majus";2889934;"terrestrial";"GISD";1924
"Norway";"Geranium pyrenaicum";2890122;"terrestrial";"GISD";1882
"Norway";"Geranium macrorrhizum";2891079;"terrestrial";"GISD";1842
"Norway";"Geranium phaeum";2891390;"terrestrial";"GISD";1864
"Israel";"Oxalis pes-caprae";2891661;"terrestrial";"GISD";1906
"Japan";"Oxalis pes-caprae";2891661;"terrestrial";"GISD";1892
"Norway";"Oxalis articulata";2891664;"terrestrial";"GISD";1967
"Czech Republic";"Oxalis dillenii";2891677;"terrestrial";"GISD";1930
"Norway";"Oxalis dillenii";2891677;"terrestrial";"GISD";1861
"France";"Oxalis debilis";2891707;"terrestrial";"GISD";1963
"Japan";"Oxalis debilis";2891707;"terrestrial";"GISD";1861
"France";"Impatiens balfourii";2891783;"terrestrial";"GISD";1963
"French Polynesia";"Coffea arabica";2895345;"terrestrial";"GISD";1817
"Mayotte";"Coffea canephora";2895528;"terrestrial";"GISD";1870
