"Region";"NewName";"speciesKey";"Realm";"FirstRecord"
"United States";"Paramisgurnus dabryanus";2368319;"freshwater";2014
"United States";"Rocio octofasciata";2369703;"freshwater";1964
"Zambia";"Boulengerochromis microlepis";2369858;"freshwater";1989
"Australia";"Amatitlania nigrofasciata";2370027;"freshwater";1928
"Hawaiian Islands";"Amatitlania nigrofasciata";2370027;"freshwater";1985
"Mexico";"Amatitlania nigrofasciata";2370027;"freshwater";2000
"Reunion";"Amatitlania nigrofasciata";2370027;"freshwater";1997
"United States";"Amatitlania nigrofasciata";2370027;"freshwater";1961
"Singapore";"Amphilophus citrinellus";2370102;"freshwater";2004
"United States";"Amphilophus citrinellus";2370102;"freshwater";1976
"Brazil";"Astronotus ocellatus";2370243;"freshwater";1938
"Hawaiian Islands";"Astronotus ocellatus";2370243;"freshwater";1952
"Peru";"Astronotus ocellatus";2370243;"freshwater";1965
"United States";"Astronotus ocellatus";2370243;"freshwater";1952
"Hawaiian Islands";"Cryptoheros spilurus";2370311;"freshwater";1984
"China";"Coptodon zillii";2370703;"freshwater";1964
"Guam";"Coptodon zillii";2370703;"freshwater";1956
"Hawaiian Islands";"Coptodon zillii";2370703;"freshwater";1955
"Japan";"Coptodon zillii";2370703;"freshwater";1962
"Kenya";"Coptodon zillii";2370703;"freshwater";1954
"Madagascar";"Coptodon zillii";2370703;"freshwater";1955
"Mexico";"Coptodon zillii";2370703;"freshwater";1945
"South Africa";"Coptodon zillii";2370703;"freshwater";1959
"Taiwan";"Coptodon zillii";2370703;"freshwater";1963
"Tanzania";"Coptodon zillii";2370703;"freshwater";1965
"Turkey";"Coptodon zillii";2370703;"freshwater";1971
"United States";"Coptodon zillii";2370703;"freshwater";1964
"Chile";"Australoheros facetus";2370771;"freshwater";1940
"Portugal";"Australoheros facetus";2370771;"freshwater";1940
"Mexico";"Thorichthys callolepis";2370889;"freshwater";1969
"Hawaiian Islands";"Thorichthys meeki";2370898;"freshwater";1940
"United States";"Thorichthys meeki";2370898;"freshwater";1940
"Mexico";"Hemichromis guttatus";2371362;"freshwater";1998
"United States";"Hemichromis letourneuxi";2371363;"freshwater";1959
"Hawaiian Islands";"Hemichromis elongatus";2371378;"freshwater";1991
"United States";"Astatotilapia calliptera";2371453;"freshwater";1998
"United States";"Cichlasoma dimerus";2371909;"freshwater";2000
"United States";"Cichlasoma trimaculatum";2371925;"freshwater";1968
"United States";"Cichlasoma bimaculatum";2371933;"freshwater";1956
"Singapore";"Vieja melanura";2372015;"freshwater";1996
"United States";"Vieja melanura";2372015;"freshwater";1993
"El Salvador";"Vieja guttulata";2372028;"freshwater";1960
"Congo, Democratic Republic of the";"Oreochromis mortimeri";2372280;"freshwater";1958
"Zambia";"Oreochromis mortimeri";2372280;"freshwater";1991
"Tanzania";"Oreochromis esculentus";2372316;"freshwater";1951
"Congo, Democratic Republic of the";"Oreochromis andersonii";2372323;"freshwater";1956
"Zimbabwe";"Oreochromis andersonii";2372323;"freshwater";1956
"Angola";"Oreochromis macrochir";2372347;"freshwater";1957
"Botswana";"Oreochromis macrochir";2372347;"freshwater";1973
"Burundi";"Oreochromis macrochir";2372347;"freshwater";1959
"Cameroon";"Oreochromis macrochir";2372347;"freshwater";1958
"Congo, Democratic Republic of the";"Oreochromis macrochir";2372347;"freshwater";1952
"Hawaiian Islands";"Oreochromis macrochir";2372347;"freshwater";1957
"Rwanda";"Oreochromis macrochir";2372347;"freshwater";1948
"Zambia";"Oreochromis macrochir";2372347;"freshwater";1959
"Zimbabwe";"Oreochromis macrochir";2372347;"freshwater";1956
"Colombia";"Oreochromis aureus";2372367;"freshwater";1990
"Cote D'Ivoire";"Oreochromis aureus";2372367;"freshwater";1981
"Guatemala";"Oreochromis aureus";2372367;"freshwater";1974
"Israel";"Oreochromis aureus";2372367;"freshwater";1981
"Mexico";"Oreochromis aureus";2372367;"freshwater";1964
"Pakistan";"Oreochromis aureus";2372367;"freshwater";1985
"Philippines";"Oreochromis aureus";2372367;"freshwater";1977
"South Africa";"Oreochromis aureus";2372367;"freshwater";1910
"United States";"Oreochromis aureus";2372367;"freshwater";1909
"Congo, Democratic Republic of the";"Oreochromis leucostictus";2372381;"freshwater";1955
"Uganda";"Oreochromis leucostictus";2372381;"freshwater";1955
"Argentina";"Oreochromis mossambicus";2372396;"freshwater";1988
"Australia";"Oreochromis mossambicus";2372396;"freshwater";1978
"Colombia";"Oreochromis mossambicus";2372396;"freshwater";1923
"Congo, Democratic Republic of the";"Oreochromis mossambicus";2372396;"freshwater";1953
"Cuba";"Oreochromis mossambicus";2372396;"freshwater";1968
"Dominican Republic";"Oreochromis mossambicus";2372396;"freshwater";1950
"Fiji";"Oreochromis mossambicus";2372396;"freshwater";1954
"French Polynesia";"Oreochromis mossambicus";2372396;"freshwater";1950
"Guatemala";"Oreochromis mossambicus";2372396;"freshwater";1955
"Hawaiian Islands";"Oreochromis mossambicus";2372396;"freshwater";1951
"Honduras";"Oreochromis mossambicus";2372396;"freshwater";1956
"Hong Kong";"Oreochromis mossambicus";2372396;"freshwater";1940
"India";"Oreochromis mossambicus";2372396;"freshwater";1952
"Indonesia";"Oreochromis mossambicus";2372396;"freshwater";1939
"Kenya";"Oreochromis mossambicus";2372396;"freshwater";1961
"Kiribati";"Oreochromis mossambicus";2372396;"freshwater";1958
"Laos";"Oreochromis mossambicus";2372396;"freshwater";1955
"Madagascar";"Oreochromis mossambicus";2372396;"freshwater";1956
"Malaysia";"Oreochromis mossambicus";2372396;"freshwater";1941
"Martinique";"Oreochromis mossambicus";2372396;"freshwater";1950
"Mexico";"Oreochromis mossambicus";2372396;"freshwater";1954
"Myanmar";"Oreochromis mossambicus";2372396;"freshwater";1954
"Namibia";"Oreochromis mossambicus";2372396;"freshwater";1947
"New Caledonia";"Oreochromis mossambicus";2372396;"freshwater";1954
"Nicaragua";"Oreochromis mossambicus";2372396;"freshwater";1959
"Pakistan";"Oreochromis mossambicus";2372396;"freshwater";1951
"Philippines";"Oreochromis mossambicus";2372396;"freshwater";1950
"Puerto Rico";"Oreochromis mossambicus";2372396;"freshwater";1958
"Singapore";"Oreochromis mossambicus";2372396;"freshwater";1943
"South Africa";"Oreochromis mossambicus";2372396;"freshwater";1951
"Sri Lanka";"Oreochromis mossambicus";2372396;"freshwater";1951
"Suriname";"Oreochromis mossambicus";2372396;"freshwater";1959
"Taiwan";"Oreochromis mossambicus";2372396;"freshwater";1944
"Tanzania";"Oreochromis mossambicus";2372396;"freshwater";1958
"Thailand";"Oreochromis mossambicus";2372396;"freshwater";1949
"United States";"Oreochromis mossambicus";2372396;"freshwater";1909
"Venezuela";"Oreochromis mossambicus";2372396;"freshwater";1958
"India";"Etroplus suratensis";2372834;"terrestrial";1950
"Malaysia";"Etroplus suratensis";2372834;"terrestrial";1975
"Singapore";"Etroplus suratensis";2372834;"terrestrial";1993
"New Caledonia";"Sarotherodon occidentalis";2372886;"freshwater";1954
"Hawaiian Islands";"Pelvicachromis pulcher";2372929;"freshwater";1984
"United States";"Telmatochromis bifrenatus";2372981;"freshwater";1980
"United States";"Maylandia zebra";2373039;"freshwater";1981
"United States";"Melanochromis auratus";2373186;"freshwater";1975
"Congo, Democratic Republic of the";"Astatoreochromis alluaudi";2373819;"freshwater";1961
"United States";"Tridentiger barbatus";2376464;"terrestrial";1994
"Russia";"Benthophilus stellatus";2378864;"freshwater";1970
"Belarus";"Neogobius fluviatilis";2379105;"freshwater";1936
"Croatia";"Neogobius fluviatilis";2379105;"freshwater";1990
"Germany";"Neogobius fluviatilis";2379105;"freshwater";2008
"Netherlands";"Neogobius fluviatilis";2379105;"freshwater";2009
"Poland";"Neogobius fluviatilis";2379105;"freshwater";1997
"Russia";"Neogobius fluviatilis";2379105;"freshwater";1960
"Serbia";"Neogobius fluviatilis";2379105;"freshwater";1986
"Ukraine";"Neogobius fluviatilis";2379105;"freshwater";1936
"Belgium";"Proterorhinus semilunaris";2379245;"freshwater";2008
"Germany";"Proterorhinus semilunaris";2379245;"freshwater";1997
"Netherlands";"Proterorhinus semilunaris";2379245;"freshwater";1985
"United States";"Proterorhinus semilunaris";2379245;"freshwater";1990
"China";"Perca flavescens";2382004;"freshwater";2003
"United States";"Perca flavescens";2382004;"freshwater";1880
"Belgium";"Sander lucioperca";2382155;"freshwater";1890
"China";"Sander lucioperca";2382155;"freshwater";1960
"Denmark";"Sander lucioperca";2382155;"freshwater";1879
"France";"Sander lucioperca";2382155;"freshwater";1888
"Italy";"Sander lucioperca";2382155;"freshwater";1900
"Netherlands";"Sander lucioperca";2382155;"freshwater";1901
"Portugal";"Sander lucioperca";2382155;"freshwater";1997
"Russia";"Sander lucioperca";2382155;"freshwater";1934
"Spain";"Sander lucioperca";2382155;"freshwater";1975
"Switzerland";"Sander lucioperca";2382155;"freshwater";1880
"Turkey";"Sander lucioperca";2382155;"freshwater";1955
"United Kingdom";"Sander lucioperca";2382155;"freshwater";1878
"United States";"Sander lucioperca";2382155;"freshwater";1970
"China";"Sander vitreus";2382172;"freshwater";1993
"Belarus";"Perccottus glenii";2390064;"freshwater";2005
"Bulgaria";"Perccottus glenii";2390064;"freshwater";2005
"Hungary";"Perccottus glenii";2390064;"freshwater";1997
"Latvia";"Perccottus glenii";2390064;"freshwater";1950
"Lithuania";"Perccottus glenii";2390064;"freshwater";1985
"Poland";"Perccottus glenii";2390064;"freshwater";1992
"Russia";"Perccottus glenii";2390064;"freshwater";1912
"Ukraine";"Perccottus glenii";2390064;"freshwater";1948
"Singapore";"Channa micropeltes";2391455;"freshwater";1985
"United States";"Channa micropeltes";2391455;"freshwater";1976
"China";"Channa striata";2391463;"freshwater";1986
"Hawaiian Islands";"Channa striata";2391463;"freshwater";1994
"Madagascar";"Channa striata";2391463;"freshwater";1975
"Philippines";"Channa striata";2391463;"freshwater";1908
"United States";"Channa striata";2391463;"freshwater";1900
"Denmark";"Channa panaw";2391520;"freshwater";2004
"United States";"Channa marulius";2391548;"freshwater";2000
"Madagascar";"Channa maculata";2391554;"freshwater";1977
"Bangladesh";"Anabas testudineus";2391579;"freshwater";1997
"Indonesia";"Helostoma temminckii";2392012;"freshwater";1937
"United States";"Lates angustifrons";2393183;"freshwater";1975
"Kenya";"Lates niloticus";2393184;"freshwater";1954
"Tanzania";"Lates niloticus";2393184;"freshwater";1954
"United States";"Lates niloticus";2393184;"freshwater";1979
"United States";"Lates mariae";2393192;"freshwater";1981
"India";"Osphronemus goramy";2394154;"freshwater";1916
"Indonesia";"Osphronemus goramy";2394154;"freshwater";1937
"Madagascar";"Osphronemus goramy";2394154;"freshwater";1857
"Canada";"Lepomis humilis";2394483;"freshwater";1929
"Belgium";"Lepomis gibbosus";2394486;"freshwater";1884
"Brazil";"Lepomis gibbosus";2394486;"freshwater";1966
"Bulgaria";"Lepomis gibbosus";2394486;"freshwater";1920
"Croatia";"Lepomis gibbosus";2394486;"freshwater";1937
"Czech Republic";"Lepomis gibbosus";2394486;"freshwater";1929
"Denmark";"Lepomis gibbosus";2394486;"freshwater";2002
"France";"Lepomis gibbosus";2394486;"freshwater";1877
"Germany";"Lepomis gibbosus";2394486;"freshwater";1896
"Hungary";"Lepomis gibbosus";2394486;"freshwater";1904
"Italy";"Lepomis gibbosus";2394486;"freshwater";1900
"Netherlands";"Lepomis gibbosus";2394486;"freshwater";1902
"Norway";"Lepomis gibbosus";2394486;"freshwater";1948
"Poland";"Lepomis gibbosus";2394486;"freshwater";1887
"Portugal";"Lepomis gibbosus";2394486;"freshwater";1976
"Romania";"Lepomis gibbosus";2394486;"freshwater";1918
"Serbia";"Lepomis gibbosus";2394486;"freshwater";1910
"Slovenia";"Lepomis gibbosus";2394486;"freshwater";1809
"Spain";"Lepomis gibbosus";2394486;"freshwater";1910
"Switzerland";"Lepomis gibbosus";2394486;"freshwater";1877
"Turkey";"Lepomis gibbosus";2394486;"freshwater";1983
"United Kingdom";"Lepomis gibbosus";2394486;"freshwater";1890
"Germany";"Lepomis auritus";2394491;"freshwater";1895
"Puerto Rico";"Lepomis auritus";2394491;"freshwater";1957
"Germany";"Lepomis cyanellus";2394494;"freshwater";1965
"Mexico";"Lepomis marginatus";2394497;"freshwater";1984
"Puerto Rico";"Lepomis microlophus";2394501;"freshwater";1948
"United States";"Lepomis microlophus";2394501;"freshwater";1935
"Hawaiian Islands";"Lepomis macrochirus";2394503;"freshwater";1946
"Japan";"Lepomis macrochirus";2394503;"freshwater";1960
"Panama";"Lepomis macrochirus";2394503;"freshwater";1955
"Puerto Rico";"Lepomis macrochirus";2394503;"freshwater";1915
"South Africa";"Lepomis macrochirus";2394503;"freshwater";1938
"Mexico";"Lepomis gulosus";2394507;"freshwater";1963
"Puerto Rico";"Lepomis gulosus";2394507;"freshwater";1916
"China";"Lepomis megalotis";2394510;"freshwater";1987
"Mexico";"Lepomis megalotis";2394510;"freshwater";1930
"France";"Ambloplites rupestris";2394514;"freshwater";1904
"United Kingdom";"Ambloplites rupestris";2394514;"freshwater";1930
"Mexico";"Pomoxis nigromaculatus";2394526;"terrestrial";1986
"Mexico";"Pomoxis annularis";2394534;"freshwater";1953
"Brazil";"Micropterus salmoides";2394563;"freshwater";1907
"China";"Micropterus salmoides";2394563;"freshwater";1900
"Colombia";"Micropterus salmoides";2394563;"freshwater";1984
"Czech Republic";"Micropterus salmoides";2394563;"freshwater";1889
"Denmark";"Micropterus salmoides";2394563;"freshwater";1900
"France";"Micropterus salmoides";2394563;"freshwater";1877
"Germany";"Micropterus salmoides";2394563;"freshwater";1888
"Guatemala";"Micropterus salmoides";2394563;"freshwater";1958
"Hawaiian Islands";"Micropterus salmoides";2394563;"freshwater";1897
"Honduras";"Micropterus salmoides";2394563;"freshwater";1954
"Italy";"Micropterus salmoides";2394563;"freshwater";1897
"Japan";"Micropterus salmoides";2394563;"freshwater";1925
"Mexico";"Micropterus salmoides";2394563;"freshwater";1930
"Mozambique";"Micropterus salmoides";2394563;"freshwater";1947
"Portugal";"Micropterus salmoides";2394563;"freshwater";1950
"Puerto Rico";"Micropterus salmoides";2394563;"freshwater";1946
"Russia";"Micropterus salmoides";2394563;"freshwater";1902
"Serbia";"Micropterus salmoides";2394563;"freshwater";1984
"South Africa";"Micropterus salmoides";2394563;"freshwater";1928
"South Korea";"Micropterus salmoides";2394563;"freshwater";1963
"Spain";"Micropterus salmoides";2394563;"freshwater";1950
"Zimbabwe";"Micropterus salmoides";2394563;"freshwater";1932
"Mexico";"Morone chrysops";2394598;"freshwater";1975
"Denmark";"Acipenser ruthenus";2402168;"freshwater";2005
"France";"Acipenser ruthenus";2402168;"freshwater";1976
"Germany";"Acipenser ruthenus";2402168;"freshwater";1992
"Russia";"Acipenser ruthenus";2402168;"freshwater";1763
"United States";"Chitala ornata";2402260;"freshwater";1994
"Myanmar";"Chitala chitala";2402277;"freshwater";1982
"United States";"Hypomesus nipponensis";2410890;"freshwater";1949
"Congo, Democratic Republic of the";"Limnothrissa miodon";2413361;"freshwater";1959
"Rwanda";"Limnothrissa miodon";2413361;"freshwater";1959
"Zambia";"Limnothrissa miodon";2413361;"freshwater";1967
"Italy";"Lota lota";2415460;"freshwater";1800
"Brazil";"Potamotrygon motoro";2419333;"freshwater";1982
"Brazil";"Potamotrygon falkneri";2419343;"freshwater";1982
"Singapore";"Kaloula pulchra";2421636;"terrestrial";1886
"Taiwan";"Kaloula pulchra";2421636;"terrestrial";1997
"Bahamas";"Gastrophryne carolinensis";2421766;"terrestrial";1972
"Japan";"Microhyla okinavensis";2422118;"terrestrial";1931
"Sweden";"Pseudepidalea viridis";2422211;"terrestrial";1993
"Indonesia";"Duttaphrynus melanostictus";2422538;"terrestrial";1986
"Canada";"Anaxyrus americanus";2422872;"terrestrial";1960
"Reunion";"Amietophrynus gutturalis";2422999;"terrestrial";1927
"Egypt";"Amietophrynus regularis";2423021;"terrestrial";1994
"Germany";"Bombina variegata";2423435;"terrestrial";1980
"United Kingdom";"Bombina variegata";2423435;"terrestrial";1960
"Sweden";"Bombina bombina";2423443;"terrestrial";1982
"Bonaire";"Pleurodema brachyops";2423470;"terrestrial";1928
"Curacao";"Pleurodema brachyops";2423470;"terrestrial";1910
"Costa Rica";"Engystomops pustulosus";2423497;"terrestrial";2001
"Japan";"Polypedates leucomystax";2423785;"terrestrial";1964
"Guam";"Polypedates megacephalus";2423787;"terrestrial";2004
"Taiwan";"Polypedates megacephalus";2423787;"terrestrial";2006
"Venezuela";"Pipa parva";2423968;"terrestrial";1990
"Guam";"Eleutherodactylus planirostris";2424089;"terrestrial";2003
"Hawaiian Islands";"Eleutherodactylus planirostris";2424089;"terrestrial";1992
"Mexico";"Eleutherodactylus planirostris";2424089;"terrestrial";1960
"United States";"Eleutherodactylus planirostris";2424089;"terrestrial";1863
"Hawaiian Islands";"Eleutherodactylus coqui";2424091;"terrestrial";1987
"Puerto Rico";"Eleutherodactylus coqui";2424091;"terrestrial";1975
"United States";"Eleutherodactylus coqui";2424091;"terrestrial";1972
"Virgin Islands, US";"Eleutherodactylus coqui";2424091;"terrestrial";1965
"Barbados";"Eleutherodactylus johnstonei";2424120;"terrestrial";1879
"Colombia";"Eleutherodactylus johnstonei";2424120;"terrestrial";1980
"Curacao";"Eleutherodactylus johnstonei";2424120;"terrestrial";1977
"French Guiana";"Eleutherodactylus johnstonei";2424120;"terrestrial";1970
"Grenada";"Eleutherodactylus johnstonei";2424120;"terrestrial";1885
"Guadeloupe";"Eleutherodactylus johnstonei";2424120;"terrestrial";1961
"Jamaica";"Eleutherodactylus johnstonei";2424120;"terrestrial";1890
"Martinique";"Eleutherodactylus johnstonei";2424120;"terrestrial";1965
"Saint Vincent and the Grenadines";"Eleutherodactylus johnstonei";2424120;"terrestrial";1969
"Venezuela";"Eleutherodactylus johnstonei";2424120;"terrestrial";1958
"Virgin Islands, US";"Eleutherodactylus antillensis";2424128;"terrestrial";1937
"United Kingdom";"Alytes obstetricans";2426612;"terrestrial";1898
"France";"Discoglossus pictus";2426617;"terrestrial";1892
"Portugal";"Discoglossus pictus";2426617;"terrestrial";1975
"Spain";"Discoglossus pictus";2426617;"terrestrial";1801
"Japan";"Pelophylax nigromaculatus";2426634;"terrestrial";1993
