"";"X";"speciesKey";"scientificName";"matchType";"Orig_name";"nRecords"
"32436";32436;2888380;"Eschscholzia californica subsp. californica";"EXACT";"Eschscholzia californica subsp. californica";64566
"32437";32437;9094061;"Ficaria verna Huds.";"EXACT";"Ficaria verna Huds.";364062
"32438";32438;9094061;"Ficaria verna subsp. bulbilifera Á.Löve & D.Löve";"EXACT";"Ficaria verna subsp. bulbilifera Á.Löve & D.Löve";364062
"32439";32439;9094061;"Ficaria verna subsp. chrysocephala (P.D.Sell) Stace";"EXACT";"Ficaria verna subsp. chrysocephala (P.D.Sell) Stace";364062
"32440";32440;9094061;"Ficaria verna subsp. ficariiformis (Rouy & Foucaud) Maire";"EXACT";"Ficaria verna subsp. ficariiformis (Rouy & Foucaud) Maire";364062
"32441";32441;5531376;"Fumaria agraria Lag.";"EXACT";"Fumaria agraria Lag.";1909
"32442";32442;7314976;"Fumaria barnolae Sennen & Pau";"EXACT";"Fumaria barnolae Sennen & Pau";3170
"32443";32443;9228111;"Fumaria bastardii Boreau";"EXACT";"Fumaria bastardii Boreau";11102
"32444";32444;5334218;"Fumaria capreolata L.";"EXACT";"Fumaria capreolata L.";25661
"32445";32445;5530883;"Fumaria densiflora DC.";"EXACT";"Fumaria densiflora DC.";5803
"32446";32446;5530680;"Fumaria indica (Hausskn.) Pugsley";"EXACT";"Fumaria indica (Hausskn.) Pugsley";180
"32447";32447;7392213;"Fumaria kralikii Jord.";"EXACT";"Fumaria kralikii Jord.";828
"32448";32448;8263912;"Fumaria martinii Calv.";"EXACT";"Fumaria martinii Calv.";13
"32449";32449;7315286;"Fumaria muralis W.D.J.Koch";"EXACT";"Fumaria muralis W.D.J.Koch";29821
"32450";32450;7315286;"Fumaria muralis subsp. boraei (Jord.) Pugsley";"EXACT";"Fumaria muralis subsp. boraei (Jord.) Pugsley";29821
"32451";32451;7315286;"Fumaria muralis subsp. boroei (Jord.) Pugsley";"EXACT";"Fumaria muralis subsp. boroei (Jord.) Pugsley";29821
"32452";32452;5334214;"Fumaria occidentalis Pugsley";"EXACT";"Fumaria occidentalis Pugsley";143
"32453";32453;5334217;"Fumaria officinalis L.";"EXACT";"Fumaria officinalis L.";128701
"32454";32454;5334217;"Fumaria officinalis subsp. officinalis";"EXACT";"Fumaria officinalis subsp. officinalis";128701
"32455";32455;5334215;"Fumaria parviflora Lam.";"EXACT";"Fumaria parviflora Lam.";13697
"32456";32456;8165465;"Fumaria petteri Rchb.";"EXACT";"Fumaria petteri Rchb.";687
"32457";32457;5531806;"Fumaria purpurea Pugsley";"EXACT";"Fumaria purpurea Pugsley";1429
"32458";32458;5334219;"Fumaria reuteri Boiss.";"EXACT";"Fumaria reuteri Boiss.";2001
"32459";32459;5531762;"Fumaria rostellata Knaf";"EXACT";"Fumaria rostellata Knaf";504
"32460";32460;7315173;"Fumaria rupestris Boiss. & Reut.";"EXACT";"Fumaria rupestris Boiss. & Reut.";349
"32461";32461;7315160;"Fumaria schleicheri Soy.-Will.";"EXACT";"Fumaria schleicheri Soy.-Will.";2248
"32462";32462;7315151;"Fumaria sepium Boiss. & Reut.";"EXACT";"Fumaria sepium Boiss. & Reut.";1690
"32463";32463;5334216;"Fumaria vaillantii Loisel.";"EXACT";"Fumaria vaillantii Loisel.";14850
"32464";32464;5334216;"Fumaria vaillantii var. schrammii (Asch.) Hausskn.";"EXACT";"Fumaria vaillantii var. schrammii (Asch.) Hausskn.";14850
"32465";32465;5334188;"Glaucium corniculatum (L.) Rudolph";"EXACT";"Glaucium corniculatum (L.) Rudolph";4741
"32466";32466;5334188;"Glaucium corniculatum subsp. corniculatum";"EXACT";"Glaucium corniculatum subsp. corniculatum";4741
"32467";32467;5334190;"Glaucium flavum Crantz";"EXACT";"Glaucium flavum Crantz";19879
"32468";32468;7315030;"Glaucium grandiflorum Boiss. & A.Huet";"EXACT";"Glaucium grandiflorum Boiss. & A.Huet";265
"32469";32469;3033443;"Halerpestes cymbalaria Greene";"EXACT";"Halerpestes cymbalaria Greene";6442
"32470";32470;7277148;"Helleborus dumetorum Waldst. & Kit. ex Willd.";"EXACT";"Helleborus dumetorum Waldst. & Kit. ex Willd.";519
"32471";32471;6375040;"Helleborus foetidus L.";"EXACT";"Helleborus foetidus L.";109422
"32472";32472;9350566;"Helleborus ×hybridus hort. ex Voss";"EXACT";"Helleborus ×hybridus hort. ex Voss";0
"32473";32473;9460566;"Helleborus lividus Ait. ex Curtis";"EXACT";"Helleborus lividus Ait. ex Curtis";1242
"32474";32474;9460566;"Helleborus lividus subsp. corsicus (Briq.) P.Fourn.";"EXACT";"Helleborus lividus subsp. corsicus (Briq.) P.Fourn.";1242
"32475";32475;3033107;"Helleborus niger L.";"EXACT";"Helleborus niger L.";8716
"32476";32476;3033107;"Helleborus niger subsp. niger";"EXACT";"Helleborus niger subsp. niger";8716
"32477";32477;7277077;"Helleborus odorus Waldst. & Kit. ex Willd.";"EXACT";"Helleborus odorus Waldst. & Kit. ex Willd.";579
"32478";32478;6374953;"Helleborus orientalis Lam.";"EXACT";"Helleborus orientalis Lam.";2421
"32479";32479;6374953;"Helleborus orientalis subsp. abchasicus (A.Braun) B.Mathew";"EXACT";"Helleborus orientalis subsp. abchasicus (A.Braun) B.Mathew";2421
"32480";32480;6374953;"Helleborus orientalis subsp. orientalis";"EXACT";"Helleborus orientalis subsp. orientalis";2421
"32481";32481;3033108;"Helleborus viridis L.";"EXACT";"Helleborus viridis L.";19212
"32482";32482;5371699;"Hepatica nobilis Schreb.";"EXACT";"Hepatica nobilis Schreb.";165508
"32483";32483;5616025;"Hepatica transsilvanica Fuss";"EXACT";"Hepatica transsilvanica Fuss";336
"32484";32484;2888505;"Hunnemannia fumariifolia Sweet";"EXACT";"Hunnemannia fumariifolia Sweet";481
"32485";32485;7404520;"Hylomecon japonicum (Thunb.) Prantl";"EXACT";"Hylomecon japonicum (Thunb.) Prantl";2435
"32486";32486;8318805;"Hypecoum imberbe Sibth. & Sm.";"EXACT";"Hypecoum imberbe Sibth. & Sm.";4225
"32487";32487;2888559;"Hypecoum pendulum L.";"EXACT";"Hypecoum pendulum L.";2963
"32488";32488;5615962;"Isopyrum thalictroides L.";"EXACT";"Isopyrum thalictroides L.";8725
"32489";32489;4191640;"Lardizabala biternata Ruiz & Pav.";"EXACT";"Lardizabala biternata Ruiz & Pav.";134
"32490";32490;7944367;"Leontice leontopetalum L.";"EXACT";"Leontice leontopetalum L.";700
"32491";32491;7944367;"Leontice leontopetalum subsp. eversmannii (Bunge)";"EXACT";"Leontice leontopetalum subsp. eversmannii (Bunge)";700
"32492";32492;7944367;"Leontice leontopetalum subsp. leontopetalum";"EXACT";"Leontice leontopetalum subsp. leontopetalum";700
"32493";32493;3925866;"Leptopyrum fumarioides Rchb.";"EXACT";"Leptopyrum fumarioides Rchb.";537
"32494";32494;5334194;"Macleaya cordata R.Br.";"EXACT";"Macleaya cordata R.Br.";2548
"32495";32495;5530751;"Macleaya ×kewensis Turrill";"EXACT";"Macleaya ×kewensis Turrill";0
"32496";32496;10558149;"Mahonia aquifolium x repens";"EXACT";"Mahonia aquifolium x repens";20103
"32497";32497;8849438;"Mahonia leschenaultii Wallich ex Wight & Arnott";"EXACT";"Mahonia leschenaultii Wallich ex Wight & Arnott";1
"32498";32498;3033951;"Menispermum canadense L.";"EXACT";"Menispermum canadense L.";4089
"32499";32499;3830405;"Menispermum dauricum DC.";"EXACT";"Menispermum dauricum DC.";2435
"32500";32500;3033605;"Myosurus minimus L.";"EXACT";"Myosurus minimus L.";31042
"32501";32501;5371712;"Nandina domestica Thunb.";"EXACT";"Nandina domestica Thunb.";12123
"32502";32502;7278276;"Nigella arvensis L.";"EXACT";"Nigella arvensis L.";7173
"32503";32503;7278276;"Nigella arvensis subsp. arvensis";"EXACT";"Nigella arvensis subsp. arvensis";7173
"32504";32504;5371702;"Nigella damascena L.";"EXACT";"Nigella damascena L.";39258
"32505";32505;7278224;"Nigella papillosa G.López";"EXACT";"Nigella papillosa G.López";412
"32506";32506;5371700;"Nigella sativa L.";"EXACT";"Nigella sativa L.";623
"32507";32507;5616659;"Nigella segetalis M.Bieb.";"EXACT";"Nigella segetalis M.Bieb.";138
"32508";32508;7268771;"Odontocarya tamoides Miers";"EXACT";"Odontocarya tamoides Miers";375
"32509";32509;3603350;"Papaver aculeatum Thunb.";"EXACT";"Papaver aculeatum Thunb.";828
"32510";32510;2888456;"Papaver alpinum L.";"EXACT";"Papaver alpinum L.";2585
"32511";32511;3603047;"Papaver apulum Ten.";"EXACT";"Papaver apulum Ten.";445
"32512";32512;2888445;"Papaver argemone L.";"EXACT";"Papaver argemone L.";35883
"32513";32513;7315072;"Papaver atlanticum (Ball) Cosson";"EXACT";"Papaver atlanticum (Ball) Cosson";1355
"32514";32514;7315072;"Papaver atlanticum subsp. mesatlanticum (Maire) Kadereit";"EXACT";"Papaver atlanticum subsp. mesatlanticum (Maire) Kadereit";1355
"32515";32515;7900741;"Papaver bivalve (DC.) K.-F.Günther";"EXACT";"Papaver bivalve (DC.) K.-F.Günther";4
"32516";32516;2888435;"Papaver bracteatum Lindl.";"EXACT";"Papaver bracteatum Lindl.";510
"32517";32517;3602683;"Papaver cambricum L.";"EXACT";"Papaver cambricum L.";16838
"32518";32518;3602664;"Papaver carmeli Feinbrun";"EXACT";"Papaver carmeli Feinbrun";43
"32519";32519;7720827;"Papaver clavatum Boiss. & Hausskn. ex Boiss.";"EXACT";"Papaver clavatum Boiss. & Hausskn. ex Boiss.";7
"32520";32520;7153734;"Papaver commutatum Fisch.Mey. & Trautv.";"EXACT";"Papaver commutatum Fisch.Mey. & Trautv.";141
"32521";32521;9006154;"Papaver croceum Ladeb.";"EXACT";"Papaver croceum Ladeb.";413
"32522";32522;2888464;"Papaver dubium L.";"EXACT";"Papaver dubium L.";95415
"32523";32523;2888464;"Papaver dubium var. dubium";"EXACT";"Papaver dubium var. dubium";95415
"32524";32524;2888464;"Papaver dubium subsp. dubium";"EXACT";"Papaver dubium subsp. dubium";95415
"32525";32525;2888464;"Papaver dubium subsp. stevenianum (Mikheev) Kubát & Šípošová";"EXACT";"Papaver dubium subsp. stevenianum (Mikheev) Kubát & Šípošová";95415
"32526";32526;10312301;"Papaver dubium x rhoeas";"EXACT";"Papaver dubium x rhoeas";95415
"32527";32527;3601753;"Papaver fugax Poir.";"EXACT";"Papaver fugax Poir.";283
"32528";32528;2888434;"Papaver glaucum Boiss. & Hausskn. ex Boiss.";"EXACT";"Papaver glaucum Boiss. & Hausskn. ex Boiss.";99
"32529";32529;2888446;"Papaver hybridum L.";"EXACT";"Papaver hybridum L.";11814
"32530";32530;3601116;"Papaver laevigatum M.Bieb.";"EXACT";"Papaver laevigatum M.Bieb.";170
"32531";32531;10315090;"Papaver lecoqii La Motte";"EXACT";"Papaver lecoqii La Motte";3469
"32532";32532;7315294;"Papaver macrostomum Boiss. & A.Huet";"EXACT";"Papaver macrostomum Boiss. & A.Huet";191
"32533";32533;8144599;"Papaver nudicaule L.";"EXACT";"Papaver nudicaule L.";4091
"32534";32534;8144599;"Papaver nudicaule subsp. nudicaule";"EXACT";"Papaver nudicaule subsp. nudicaule";4091
"32535";32535;2888437;"Papaver orientale L.";"EXACT";"Papaver orientale L.";2097
"32536";32536;7568731;"Papaver pavoninum C.A.Mey.";"EXACT";"Papaver pavoninum C.A.Mey.";314
"32537";32537;7315128;"Papaver pilosum Sibth. & Sm.";"EXACT";"Papaver pilosum Sibth. & Sm.";228
"32538";32538;3603136;"Papaver pinnatifidum Moris";"EXACT";"Papaver pinnatifidum Moris";1487
"32539";32539;8348125;"Papaver radicatum Rottb. ex DC.";"EXACT";"Papaver radicatum Rottb. ex DC.";6773
"32540";32540;2888443;"Papaver rhoeas L.";"EXACT";"Papaver rhoeas L.";248871
"32541";32541;8342911;"Papaver setiferum Goldblatt";"EXACT";"Papaver setiferum Goldblatt";1009
"32542";32542;2888439;"Papaver somniferum L.";"EXACT";"Papaver somniferum L.";52809
"32543";32543;2888439;"Papaver somniferum subsp. somniferum";"EXACT";"Papaver somniferum subsp. somniferum";52809
"32544";32544;2888439;"Papaver somniferum var. somniferum";"EXACT";"Papaver somniferum var. somniferum";52809
"32545";32545;7390166;"Platycapnos spicata (L.) Bernh.";"EXACT";"Platycapnos spicata (L.) Bernh.";3838
"32546";32546;3033840;"Podophyllum hexandrum Royle";"EXACT";"Podophyllum hexandrum Royle";913
"32547";32547;3033839;"Podophyllum peltatum L.";"EXACT";"Podophyllum peltatum L.";25534
"32548";32548;7315063;"Pseudofumaria alba (Miller) Lidén";"EXACT";"Pseudofumaria alba (Miller) Lidén";1854
"32549";32549;7315063;"Pseudofumaria alba subsp. alba";"EXACT";"Pseudofumaria alba subsp. alba";1854
"32550";32550;2888513;"Pseudofumaria lutea (L.) Borkh.";"EXACT";"Pseudofumaria lutea (L.) Borkh.";25032
"32551";32551;3929423;"Pulsatilla halleri Willd.";"EXACT";"Pulsatilla halleri Willd.";4538
"32552";32552;3033623;"Pulsatilla patens Mill";"EXACT";"Pulsatilla patens Mill";13466
"32553";32553;3033621;"Pulsatilla vulgaris Mill.";"EXACT";"Pulsatilla vulgaris Mill.";60317
"32554";32554;3033412;"Ranunculus abortivus L.";"EXACT";"Ranunculus abortivus L.";9326
"32555";32555;3928139;"Ranunculus aconitifolius L.";"EXACT";"Ranunculus aconitifolius L.";27749
"32556";32556;3033363;"Ranunculus acris L.";"EXACT";"Ranunculus acris L.";742992
"32557";32557;3033363;"Ranunculus acris subsp. friesianus (Jordan) Syme";"EXACT";"Ranunculus acris subsp. friesianus (Jordan) Syme";742992
"32558";32558;3033496;"Ranunculus ambigens S.Watson";"EXACT";"Ranunculus ambigens S.Watson";626
"32559";32559;3033464;"Ranunculus aquatilis L.";"EXACT";"Ranunculus aquatilis L.";45311
"32560";32560;3033348;"Ranunculus arvensis L.";"EXACT";"Ranunculus arvensis L.";29141
"32561";32561;7721054;"Ranunculus asiaticus L.";"EXACT";"Ranunculus asiaticus L.";3087
"32562";32562;8212918;"Ranunculus auricomus L. & W.Koch";"EXACT";"Ranunculus auricomus L. & W.Koch";103720
"32563";32563;3033329;"Ranunculus bulbosus L.";"EXACT";"Ranunculus bulbosus L.";251093
"32564";32564;7611568;"Ranunculus caucasicus M.Bieb.";"EXACT";"Ranunculus caucasicus M.Bieb.";263
"32565";32565;3921514;"Ranunculus chius DC.";"EXACT";"Ranunculus chius DC.";426
"32566";32566;3920830;"Ranunculus cornutus DC.";"EXACT";"Ranunculus cornutus DC.";257
"32567";32567;6374399;"Ranunculus cortusifolius Willd.";"EXACT";"Ranunculus cortusifolius Willd.";4169
"32568";32568;3930479;"Ranunculus distans Royle";"EXACT";"Ranunculus distans Royle";97
"32569";32569;3033312;"Ranunculus flammula L.";"EXACT";"Ranunculus flammula L.";300688
"32570";32570;7277865;"Ranunculus fluitans Lam.";"EXACT";"Ranunculus fluitans Lam.";11460
"32571";32571;3927790;"Ranunculus gramineus L.";"EXACT";"Ranunculus gramineus L.";10278
"32572";32572;3033477;"Ranunculus hederaceus L.";"EXACT";"Ranunculus hederaceus L.";16237
"32573";32573;3033479;"Ranunculus hispidus var. nitidus (Chapm.) T.Duncan";"EXACT";"Ranunculus hispidus var. nitidus (Chapm.) T.Duncan";6739
"32574";32574;7277455;"Ranunculus illyricus L.";"EXACT";"Ranunculus illyricus L.";2777
"32575";32575;3925689;"Ranunculus inundatus R.Br. ex DC.";"EXACT";"Ranunculus inundatus R.Br. ex DC.";5306
"32576";32576;7851483;"Ranunculus japonicus Thunb.";"EXACT";"Ranunculus japonicus Thunb.";7173
"32577";32577;7826351;"Ranunculus lanuginosus L.";"EXACT";"Ranunculus lanuginosus L.";22069
"32578";32578;3924481;"Ranunculus lateriflorus DC.";"EXACT";"Ranunculus lateriflorus DC.";907
"32579";32579;3033402;"Ranunculus laxicaulis Darby";"EXACT";"Ranunculus laxicaulis Darby";505
"32580";32580;8310009;"Ranunculus lingua L.";"EXACT";"Ranunculus lingua L.";36886
"32581";32581;7866225;"Ranunculus macrophyllus Desf.";"EXACT";"Ranunculus macrophyllus Desf.";1378
"32582";32582;3033396;"Ranunculus marginatus d'Urv.";"EXACT";"Ranunculus marginatus d'Urv.";895
"32583";32583;3922204;"Ranunculus millefoliatus Vahl";"EXACT";"Ranunculus millefoliatus Vahl";907
"32584";32584;7456960;"Ranunculus montanus Willd.";"EXACT";"Ranunculus montanus Willd.";17592
"32585";32585;7593736;"Ranunculus multifidus Forssk.";"EXACT";"Ranunculus multifidus Forssk.";1920
"32586";32586;3033318;"Ranunculus muricatus L.";"EXACT";"Ranunculus muricatus L.";10372
"32587";32587;7278260;"Ranunculus ololeucos J.Lloyd";"EXACT";"Ranunculus ololeucos J.Lloyd";4831
"32588";32588;3931003;"Ranunculus ophioglossifolius Vill.";"EXACT";"Ranunculus ophioglossifolius Vill.";6239
"32589";32589;3930212;"Ranunculus papulentus Melville";"EXACT";"Ranunculus papulentus Melville";352
"32590";32590;3033434;"Ranunculus parviflorus L.";"EXACT";"Ranunculus parviflorus L.";10301
"32591";32591;7278069;"Ranunculus pedatus Waldst. & Kit.";"EXACT";"Ranunculus pedatus Waldst. & Kit.";401
"32592";32592;7278019;"Ranunculus penicillatus (Dum.) Bab.";"EXACT";"Ranunculus penicillatus (Dum.) Bab.";9554
"32593";32593;7823272;"Ranunculus pensylvanicus L.f.";"EXACT";"Ranunculus pensylvanicus L.f.";2107
"32594";32594;3033369;"Ranunculus platensis Spreng.";"EXACT";"Ranunculus platensis Spreng.";203
"32595";32595;3033378;"Ranunculus plebeius DC.";"EXACT";"Ranunculus plebeius DC.";2595
"32596";32596;7277831;"Ranunculus polyanthemos L.";"EXACT";"Ranunculus polyanthemos L.";27922
"32597";32597;7277744;"Ranunculus propinquus C.A.Mey.";"EXACT";"Ranunculus propinquus C.A.Mey.";5550
"32598";32598;3927846;"Ranunculus psilostachys Griseb.";"EXACT";"Ranunculus psilostachys Griseb.";634
"32599";32599;3033394;"Ranunculus recurvatus Poir.";"EXACT";"Ranunculus recurvatus Poir.";4974
"32600";32600;3033339;"Ranunculus repens L.";"EXACT";"Ranunculus repens L.";912768
"32601";32601;3033339;"Ranunculus repens var. flore-pleno DC.";"EXACT";"Ranunculus repens var. flore-pleno DC.";912768
"32602";32602;6375524;"Ranunculus reptans L.";"EXACT";"Ranunculus reptans L.";25938
"32603";32603;3033365;"Ranunculus rhomboideus Goldie";"EXACT";"Ranunculus rhomboideus Goldie";996
"32604";32604;3033483;"Ranunculus sardous Crantz";"EXACT";"Ranunculus sardous Crantz";44780
"32605";32605;3033374;"Ranunculus sceleratus L.";"EXACT";"Ranunculus sceleratus L.";156684
"32606";32606;7277310;"Ranunculus serpens Schrank";"EXACT";"Ranunculus serpens Schrank";13523
"32607";32607;8266103;"Ranunculus sessiliflorus R.Br. ex DC.";"EXACT";"Ranunculus sessiliflorus R.Br. ex DC.";3717
"32608";32608;3033377;"Ranunculus trichophyllus Chaix";"EXACT";"Ranunculus trichophyllus Chaix";39072
"32609";32609;3033460;"Ranunculus trilobus Desf.";"EXACT";"Ranunculus trilobus Desf.";5677
"32610";32610;3921960;"Ranunculus undosus Melville";"EXACT";"Ranunculus undosus Melville";963
"32611";32611;7315023;"Roemeria hybrida (L.) DC.";"EXACT";"Roemeria hybrida (L.) DC.";5056
"32612";32612;5334191;"Roemeria refracta DC.";"EXACT";"Roemeria refracta DC.";349
"32613";32613;2888393;"Romneya coulteri Harv.";"EXACT";"Romneya coulteri Harv.";1216
"32614";32614;2888394;"Romneya trichocalyx Eastw.";"EXACT";"Romneya trichocalyx Eastw.";582
"32615";32615;7276576;"Semiaquilegia adoxoides Makino";"EXACT";"Semiaquilegia adoxoides Makino";1970
"32616";32616;4191611;"Stauntonia hexaphylla Decne.";"EXACT";"Stauntonia hexaphylla Decne.";1538
"32617";32617;7268792;"Stephania japonica Miers";"EXACT";"Stephania japonica Miers";10367
"32618";32618;2888466;"Stylophorum diphyllum Nutt.";"EXACT";"Stylophorum diphyllum Nutt.";2286
"32619";32619;3033131;"Thalictrum aquilegifolium L.";"EXACT";"Thalictrum aquilegifolium L.";30383
"32620";32620;3033160;"Thalictrum dasycarpum Fisch.Mey. & Avé-Lall.";"EXACT";"Thalictrum dasycarpum Fisch.Mey. & Avé-Lall.";2864
"32621";32621;7278040;"Thalictrum delavayi Franch.";"EXACT";"Thalictrum delavayi Franch.";921
"32622";32622;3033113;"Thalictrum dioicum L.";"EXACT";"Thalictrum dioicum L.";4695
"32623";32623;7277720;"Thalictrum lucidum L.";"EXACT";"Thalictrum lucidum L.";5659
"32624";32624;3033129;"Thalictrum minus L.";"EXACT";"Thalictrum minus L.";53440
"32625";32625;3033129;"Thalictrum minus f. minus";"EXACT";"Thalictrum minus f. minus";53440
"32626";32626;3033129;"Thalictrum minus subsp. minus";"EXACT";"Thalictrum minus subsp. minus";53440
"32627";32627;3033146;"Thalictrum pubescens Pursh";"EXACT";"Thalictrum pubescens Pursh";5627
"32628";32628;3033127;"Thalictrum revolutum DC.";"EXACT";"Thalictrum revolutum DC.";1922
"32629";32629;7931051;"Thalictrum simplex subsp. simplex";"EXACT";"Thalictrum simplex subsp. simplex";16353
"32630";32630;7277286;"Thalictrum speciosissimum L.";"EXACT";"Thalictrum speciosissimum L.";3396
"32631";32631;3033114;"Thalictrum thalictroides (L.) Eames & B.Boivin";"EXACT";"Thalictrum thalictroides (L.) Eames & B.Boivin";8427
"32632";32632;3033136;"Thalictrum venulosum Trel.";"EXACT";"Thalictrum venulosum Trel.";1717
"32633";32633;3830870;"Tinospora baenzigeri L.L.Forman";"EXACT";"Tinospora baenzigeri L.L.Forman";17
"32634";32634;7520328;"Tinospora cordifolia Miers";"EXACT";"Tinospora cordifolia Miers";206
"32635";32635;8298918;"Tinospora crispa (L.) Hook.f. & Thomson";"EXACT";"Tinospora crispa (L.) Hook.f. & Thomson";122
"32636";32636;3923169;"Trollius asiaticus L.";"EXACT";"Trollius asiaticus L.";2220
"32637";32637;3033289;"Trollius europaeus L.";"EXACT";"Trollius europaeus L.";113942
"32638";32638;7276834;"Trollius yunnanensis Ulbr.";"EXACT";"Trollius yunnanensis Ulbr.";544
"32639";32639;5371716;"Vancouveria hexandra C.Morr. & Decne.";"EXACT";"Vancouveria hexandra C.Morr. & Decne.";1011
"32640";32640;3033662;"Xanthorhiza simplicissima Marshall";"EXACT";"Xanthorhiza simplicissima Marshall";1761
"32641";32641;5371043;"Acaena agnipila Gand.";"EXACT";"Acaena agnipila Gand.";167
"32642";32642;7942884;"Acaena anserinifolia Druce";"EXACT";"Acaena anserinifolia Druce";726
"32643";32643;5370675;"Acaena argentea Ruiz & Pav.";"EXACT";"Acaena argentea Ruiz & Pav.";213
"32644";32644;5370829;"Acaena caesiiglauca (Bitter) Bergmans";"EXACT";"Acaena caesiiglauca (Bitter) Bergmans";628
"32645";32645;5371172;"Acaena echinata Nees";"EXACT";"Acaena echinata Nees";10395
"32646";32646;5370687;"Acaena inermis Hook.f.";"EXACT";"Acaena inermis Hook.f.";398
"32647";32647;5370832;"Acaena magellanica Vahl";"EXACT";"Acaena magellanica Vahl";893
"32648";32648;5370688;"Acaena microphylla Hook.f.";"EXACT";"Acaena microphylla Hook.f.";260
"32649";32649;5370755;"Acaena novae-zelandiae Kirk";"EXACT";"Acaena novae-zelandiae Kirk";25975
"32650";32650;5370651;"Acaena ovalifolia Ruiz & Pav.";"EXACT";"Acaena ovalifolia Ruiz & Pav.";892
"32651";32651;5370801;"Acaena pallida (Kirk) J.W.Dawson";"EXACT";"Acaena pallida (Kirk) J.W.Dawson";255
"32652";32652;3001956;"Agrimonia eupatoria L.";"EXACT";"Agrimonia eupatoria L.";255863
"32653";32653;3001956;"Agrimonia eupatoria subsp. grandis (Andrz. ex Ascherson & Graebner) Bornm.";"EXACT";"Agrimonia eupatoria subsp. grandis (Andrz. ex Ascherson & Graebner) Bornm.";255863
"32654";32654;3002129;"Agrimonia microcarpa Wallr.";"EXACT";"Agrimonia microcarpa Wallr.";395
"32655";32655;8236970;"Agrimonia parviflora Aiton";"EXACT";"Agrimonia parviflora Aiton";2268
"32656";32656;3002121;"Agrimonia procera Wallr.";"EXACT";"Agrimonia procera Wallr.";20194
"32657";32657;3001978;"Agrimonia repens L.";"EXACT";"Agrimonia repens L.";922
"32658";32658;3001999;"Agrimonia striata Michx.";"EXACT";"Agrimonia striata Michx.";2356
"32659";32659;3027648;"Alchemilla alpina L.";"EXACT";"Alchemilla alpina L.";40994
"32660";32660;3027531;"Alchemilla baltica Sam. ex Juz.";"EXACT";"Alchemilla baltica Sam. ex Juz.";2660
"32661";32661;3028431;"Alchemilla conjuncta Bab.";"EXACT";"Alchemilla conjuncta Bab.";1960
"32662";32662;3027997;"Alchemilla cymatophylla Juz.";"EXACT";"Alchemilla cymatophylla Juz.";1466
"32663";32663;3027485;"Alchemilla filicaulis Buser";"EXACT";"Alchemilla filicaulis Buser";12862
"32664";32664;3027640;"Alchemilla glabra Neygenf.";"EXACT";"Alchemilla glabra Neygenf.";55097
"32665";32665;3027452;"Alchemilla glaucescens Wallr.";"EXACT";"Alchemilla glaucescens Wallr.";28716
"32666";32666;3028123;"Alchemilla heptagona Juz.";"EXACT";"Alchemilla heptagona Juz.";559
"32667";32667;3027518;"Alchemilla incisa Buser";"EXACT";"Alchemilla incisa Buser";946
"32668";32668;3027791;"Alchemilla micans Buser";"EXACT";"Alchemilla micans Buser";18725
"32669";32669;3028528;"Alchemilla mollis (Buser) Rothm.";"EXACT";"Alchemilla mollis (Buser) Rothm.";12569
"32670";32670;3028763;"Alchemilla monticola Opiz";"EXACT";"Alchemilla monticola Opiz";51562
"32671";32671;3028604;"Alchemilla murbeckiana Buser";"EXACT";"Alchemilla murbeckiana Buser";6025
"32672";32672;3028580;"Alchemilla nitida Buser";"EXACT";"Alchemilla nitida Buser";666
"32673";32673;3027653;"Alchemilla plicata Buser";"EXACT";"Alchemilla plicata Buser";3604
"32674";32674;3027751;"Alchemilla propinqua H.Lindb. ex Juz.";"EXACT";"Alchemilla propinqua H.Lindb. ex Juz.";1742
"32675";32675;3028392;"Alchemilla sarmatica Juz.";"EXACT";"Alchemilla sarmatica Juz.";2043
"32676";32676;3028052;"Alchemilla semilunaris Alechin";"EXACT";"Alchemilla semilunaris Alechin";290
"32677";32677;7362772;"Alchemilla sericata Rchb.";"EXACT";"Alchemilla sericata Rchb.";319
"32678";32678;3028148;"Alchemilla speciosa Buser";"EXACT";"Alchemilla speciosa Buser";184
"32679";32679;3028176;"Alchemilla subcrenata Buser";"EXACT";"Alchemilla subcrenata Buser";25212
"32680";32680;7350401;"Alchemilla subglobosa C.G.Westerl.";"EXACT";"Alchemilla subglobosa C.G.Westerl.";4763
"32681";32681;3028586;"Alchemilla tytthantha Juz.";"EXACT";"Alchemilla tytthantha Juz.";114
"32682";32682;3027923;"Alchemilla venosa Juz.";"EXACT";"Alchemilla venosa Juz.";25
"32683";32683;3027973;"Alchemilla venosula Buser";"EXACT";"Alchemilla venosula Buser";46
"32684";32684;7890713;"Alchemilla vulgaris L.";"EXACT";"Alchemilla vulgaris L.";73586
"32685";32685;3027538;"Alchemilla wichurae (Buser) Stefansson";"EXACT";"Alchemilla wichurae (Buser) Stefansson";7850
"32686";32686;3028198;"Alchemilla xanthochlora Rothm.";"EXACT";"Alchemilla xanthochlora Rothm.";29927
"32687";32687;3039494;"Alphitonia excelsa (Fenzl) Benth.";"EXACT";"Alphitonia excelsa (Fenzl) Benth.";12827
"32688";32688;8168485;"Amelanchier alnifolia Nutt.";"EXACT";"Amelanchier alnifolia Nutt.";14028
